"customerid","Contract","MonthlyCharges","tenure","Churn","risk_segment"
"6828-HMKWP","Two year","21.05","12","No","stable"
"5567-WSELE","Month-to-month","94.6","3","Yes","churned"
"1472-TNCWL","Month-to-month","94.7","36","No","medium risk"
"8063-RJYNF","Month-to-month","94.25","16","Yes","churned"
"0687-ZVTHB","One year","72.45","65","Yes","churned"
"2080-GKCWQ","Month-to-month","74.95","2","No","medium risk"
"9661-ACXBS","Month-to-month","105.2","42","Yes","churned"
"2193-SFWQW","Two year","111.95","72","No","stable"
"5656-JAMLX","Two year","19.85","62","No","stable"
"3462-BJQQA","Month-to-month","89.75","6","No","high risk"
"0442-TDYUO","Two year","20.05","48","No","stable"
"6733-LRIZX","Two year","108.95","35","No","stable"
"9503-XJUME","One year","19.65","52","No","stable"
"4367-NHWMM","Month-to-month","24.9","1","No","medium risk"
"3727-RJMEO","Month-to-month","82.85","6","Yes","churned"
"3779-OSWCF","Two year","93.2","71","No","stable"
"6736-DHUQI","One year","84.8","67","No","stable"
"3915-ODIYG","One year","71.75","60","No","stable"
"1360-RCYRT","Month-to-month","30.35","23","No","medium risk"
"2724-FJDYW","One year","54.85","39","No","stable"
"4451-RWASJ","One year","19.5","15","No","stable"
"6646-VRFOL","Month-to-month","103.85","53","Yes","churned"
"3460-TJBWI","Two year","24.2","24","No","stable"
"5917-HBSDW","Month-to-month","19.35","37","No","medium risk"
"5685-IIXLY","Month-to-month","83.6","5","Yes","churned"
"5671-UUNXD","One year","100.65","50","No","stable"
"0956-ACVZC","One year","94.1","54","No","stable"
"2325-NBPZG","Month-to-month","74.55","3","No","medium risk"
"4250-ZBWLV","One year","108.45","68","Yes","churned"
"4482-FTFFX","Month-to-month","56.15","5","No","medium risk"
"8859-DZTGQ","Two year","20.35","33","No","stable"
"0440-MOGPM","One year","80.55","41","No","stable"
"0020-JDNXP","One year","61.25","34","No","stable"
"3752-CQSJI","Month-to-month","20.45","13","No","medium risk"
"5025-GOOKI","Month-to-month","18.9","20","No","medium risk"
"4698-KVLLG","Two year","19.6","51","No","stable"
"5095-AESKG","Month-to-month","91.5","3","Yes","churned"
"2887-JPYLU","Month-to-month","45.2","41","No","medium risk"
"4770-QAZXN","Month-to-month","19.45","13","No","medium risk"
"4896-CPRPF","Two year","25.45","35","No","stable"
"1871-MOWRM","Month-to-month","80.85","12","Yes","churned"
"9714-EDSUC","Month-to-month","94.9","4","No","high risk"
"2027-OAQQC","Month-to-month","49.05","43","Yes","churned"
"0282-NVSJS","Month-to-month","29.3","12","No","medium risk"
"9090-SGQXL","Month-to-month","105.3","68","Yes","churned"
"6595-YGXIT","Month-to-month","88.95","25","Yes","churned"
"7353-YOWFP","One year","20.25","7","No","stable"
"9835-ZIITK","One year","110.85","66","Yes","churned"
"8008-ESFLK","One year","110.5","53","No","stable"
"7537-CBQUZ","Month-to-month","109.4","63","No","medium risk"
"1555-DJEQW","Two year","114.2","70","Yes","churned"
"5649-TJHOV","Month-to-month","36.5","27","Yes","churned"
"0519-XUZJU","Month-to-month","70.75","1","Yes","churned"
"3363-EWLGO","Month-to-month","19.95","5","No","medium risk"
"4750-UKWJK","One year","19.6","37","No","stable"
"6338-AVWCY","Month-to-month","40.15","3","Yes","churned"
"1689-YQBYY","Month-to-month","76.6","12","No","medium risk"
"4487-ZYJZK","One year","19.6","38","No","stable"
"2959-FENLU","Month-to-month","85.3","9","No","high risk"
"0708-LGSMF","Month-to-month","65.85","13","No","medium risk"
"9253-QXKBE","Month-to-month","94.45","29","Yes","churned"
"7634-HLQJR","Two year","20.05","47","No","stable"
"0487-RPVUM","Month-to-month","99.4","61","No","medium risk"
"4079-ULGFR","Month-to-month","20","16","No","medium risk"
"2516-XSJKX","Two year","78.45","41","No","stable"
"0057-QBUQH","Two year","25.1","43","No","stable"
"9445-SZLCH","Month-to-month","97.35","36","Yes","churned"
"6599-SFQVE","Month-to-month","55","6","No","medium risk"
"8331-ZXFOE","One year","71.1","58","No","stable"
"4003-FUSHP","Month-to-month","61.55","19","No","medium risk"
"0356-ERHVT","Month-to-month","45.9","11","No","medium risk"
"7325-ENZFI","One year","40.3","39","No","stable"
"4884-ZTHVF","Month-to-month","87.1","8","No","high risk"
"3920-HIHMQ","Month-to-month","49.5","26","No","medium risk"
"3055-OYMSE","Month-to-month","73.8","53","No","medium risk"
"0613-WUXUM","Two year","19.2","70","No","stable"
"7568-PODML","Month-to-month","45.3","1","Yes","churned"
"4458-KVRBJ","Two year","25","59","No","stable"
"5349-IECLD","Month-to-month","94.95","2","Yes","churned"
"1397-XKKWR","One year","35.3","7","No","stable"
"3945-GFWQL","Month-to-month","44.55","12","Yes","churned"
"8097-OMULG","One year","76.75","59","No","stable"
"6013-BHCAW","Two year","81","61","No","stable"
"0401-WDBXM","Two year","105.55","72","No","stable"
"3387-PLKUI","Month-to-month","18.8","13","No","medium risk"
"6096-EGVTU","One year","24.9","64","No","stable"
"3797-VTIDR","Month-to-month","23.45","1","Yes","churned"
"5081-NWSUP","One year","64.9","10","No","stable"
"2580-ATZSQ","One year","61.35","65","No","stable"
"8085-MSNLK","Two year","113.95","62","No","stable"
"9691-HKOVS","One year","90.15","55","No","stable"
"9881-VCZEP","Month-to-month","54.1","25","No","medium risk"
"9526-BIHHD","Month-to-month","29.7","1","Yes","churned"
"8757-TFHHJ","Month-to-month","49.8","1","No","medium risk"
"4523-WXCEF","Month-to-month","101.1","59","Yes","churned"
"1468-DEFNC","Two year","24.4","64","No","stable"
"5119-KEPFY","Month-to-month","95","36","No","medium risk"
"8364-TRMMK","Month-to-month","50.65","3","Yes","churned"
"0916-KNFAJ","Two year","69.9","61","No","stable"
"8319-QBEHW","One year","39.95","26","No","stable"
"3063-QFSZL","Month-to-month","55.4","1","Yes","churned"
"8775-LHDJH","Month-to-month","90.6","1","Yes","churned"
"9625-QNLUX","Two year","103.25","68","No","stable"
"3097-NQYSN","Month-to-month","86.85","2","Yes","churned"
"4024-CSNBY","Two year","94.25","72","No","stable"
"7110-BDTWG","Two year","47.05","71","No","stable"
"7493-GVFIO","Two year","20.55","57","No","stable"
"0690-SRQID","Month-to-month","19.65","4","No","medium risk"
"9605-WGJVW","Month-to-month","70.2","1","No","medium risk"
"9114-DPSIA","Two year","81","72","No","stable"
"4700-UBQMV","One year","75.9","21","No","stable"
"7711-GQBZC","Two year","24.7","71","No","stable"
"3565-UNOCC","Month-to-month","99.05","29","Yes","churned"
"4627-MIHJH","Two year","110.25","69","No","stable"
"9795-NREXC","Two year","85","64","No","stable"
"8573-CGOCC","Month-to-month","19.75","16","No","medium risk"
"7356-AYNJP","One year","23.9","4","No","stable"
"9249-FXSCK","One year","111.25","52","Yes","churned"
"5493-SDRDQ","Month-to-month","55.1","2","Yes","churned"
"6286-SUUWT","Month-to-month","19.95","1","No","medium risk"
"4819-HJPIW","Month-to-month","25.15","18","No","medium risk"
"8654-DHAOW","Month-to-month","54.15","2","No","medium risk"
"5438-QMDDL","Month-to-month","59.8","19","No","medium risk"
"9812-GHVRI","Month-to-month","83.85","40","No","medium risk"
"5553-AOINX","One year","104.9","66","No","stable"
"1228-ZLNBX","Month-to-month","75.3","21","No","medium risk"
"4226-KKDON","Month-to-month","66.65","8","No","medium risk"
"3831-YCPUO","Two year","109.5","72","No","stable"
"7445-WMRBW","One year","73.85","48","No","stable"
"3308-DGHKL","Two year","19.3","69","No","stable"
"9924-JPRMC","Two year","118.2","72","No","stable"
"0080-EMYVY","One year","51.45","14","No","stable"
"6218-KNUBD","Month-to-month","59.45","6","No","medium risk"
"7337-CINUD","Two year","19.5","8","No","stable"
"7609-NRNCA","One year","19.55","17","No","stable"
"0623-EJQEG","One year","93.55","65","No","stable"
"7153-CHRBV","One year","59.3","57","No","stable"
"0871-URUWO","Month-to-month","102.25","13","Yes","churned"
"9190-MFJLN","Month-to-month","95.9","19","Yes","churned"
"6198-PNNSZ","One year","109.8","56","No","stable"
"3317-VLGQT","Month-to-month","78.1","14","No","medium risk"
"4132-POCZS","Month-to-month","39.9","52","No","medium risk"
"5614-DNZCE","Two year","64.9","58","No","stable"
"1095-JUDTC","Month-to-month","95.05","47","Yes","churned"
"3896-RCYYE","Month-to-month","53.4","67","No","medium risk"
"9638-JIQYA","Month-to-month","24.9","2","No","medium risk"
"3258-SANFR","Month-to-month","44.7","6","No","medium risk"
"3726-TBHQT","Two year","114","71","No","stable"
"3190-ITQXP","Two year","20.25","46","No","stable"
"0870-VEMYL","Month-to-month","53.85","5","Yes","churned"
"4833-QTJNO","Month-to-month","83.85","67","No","medium risk"
"3039-MJSLN","Month-to-month","20.2","3","No","medium risk"
"0178-CIIKR","Month-to-month","19.95","3","No","medium risk"
"5385-SUIRI","Month-to-month","104.2","52","Yes","churned"
"3982-XWFZQ","Month-to-month","50.25","42","Yes","churned"
"5774-QPLTF","One year","20.35","50","No","stable"
"2322-VCZHZ","Month-to-month","90","23","No","medium risk"
"5010-IPEAQ","Two year","54.2","67","No","stable"
"4009-ALQFH","Month-to-month","99.5","25","Yes","churned"
"6383-ZTSIW","One year","99.1","39","No","stable"
"8990-YOZLV","Two year","66.9","69","No","stable"
"3069-SSVSN","One year","25.85","1","No","stable"
"5222-IMUKT","Month-to-month","91.05","32","No","medium risk"
"3627-FCRDW","Month-to-month","71","9","Yes","churned"
"7562-GSUHK","Month-to-month","93.2","16","Yes","churned"
"6685-XSHHU","Two year","20.95","60","No","stable"
"8901-UPRHR","Two year","109.2","72","No","stable"
"4903-UYAVB","Month-to-month","19.35","5","Yes","churned"
"0118-JPNOY","Month-to-month","85.8","26","No","medium risk"
"6776-TLWOI","Month-to-month","19.85","3","Yes","churned"
"3845-FXCYS","Month-to-month","19.65","2","No","medium risk"
"5857-XRECV","One year","20.5","2","No","stable"
"0725-CXOTM","One year","89.65","36","No","stable"
"4343-EJVQB","Month-to-month","74.35","7","No","medium risk"
"9000-PLFUZ","Two year","49.45","60","No","stable"
"3427-GGZZI","Month-to-month","89.1","19","No","medium risk"
"7779-ORAEL","Two year","75.15","45","No","stable"
"0644-OQMDK","Month-to-month","70.65","4","No","medium risk"
"4077-CROMM","Month-to-month","104.2","31","Yes","churned"
"3154-CFSZG","Month-to-month","90.05","47","No","medium risk"
"2868-MZAGQ","Month-to-month","79.25","1","Yes","churned"
"4847-QNOKA","Month-to-month","44.9","1","Yes","churned"
"2220-IAHLS","Month-to-month","19.4","1","No","medium risk"
"1658-XUHBX","Month-to-month","88.75","59","No","medium risk"
"6379-RXJRQ","Month-to-month","70.1","10","Yes","churned"
"2378-HTWFW","Month-to-month","91","35","No","medium risk"
"8650-RHRKE","Month-to-month","29.65","4","Yes","churned"
"4377-VDHYI","One year","90.8","32","No","stable"
"0475-RIJEP","Month-to-month","77.85","43","Yes","churned"
"1260-TTRXI","Month-to-month","54.3","4","Yes","churned"
"3719-TDVQB","Two year","18.95","54","No","stable"
"6328-ZPBGN","Month-to-month","95.15","11","Yes","churned"
"0201-MIBOL","Two year","102.4","66","No","stable"
"4937-QPZPO","One year","99.9","61","No","stable"
"2925-VDZHY","Two year","88.7","72","No","stable"
"6981-TDRFT","One year","54.3","44","No","stable"
"3413-CSSTH","Month-to-month","55.7","41","No","medium risk"
"8033-VCZGH","One year","103.95","50","No","stable"
"4789-KWMXN","One year","110.85","47","Yes","churned"
"0224-NIJLP","Two year","20.15","8","No","stable"
"7542-CYDDM","Month-to-month","20.05","18","No","medium risk"
"4718-WXBGI","Two year","91.95","72","No","stable"
"2867-UIMSS","Month-to-month","80.5","1","Yes","churned"
"8495-PRWFH","Month-to-month","55.65","42","No","medium risk"
"0439-IFYUN","Month-to-month","74.7","18","No","medium risk"
"5716-LIBJC","One year","104.15","13","No","stable"
"2868-LLSKM","One year","83.65","68","No","stable"
"8111-RKSPX","Month-to-month","72.2","4","Yes","churned"
"2988-QRAJY","Two year","110.05","69","No","stable"
"1585-MQSSU","Month-to-month","51.5","17","Yes","churned"
"0071-NDAFP","Two year","25.5","25","No","stable"
"2856-NNASM","Month-to-month","89.55","43","Yes","churned"
"7328-ZJAJO","Two year","19.5","59","No","stable"
"6458-CYIDZ","Month-to-month","80.7","5","No","high risk"
"8559-CIZFV","One year","77.5","21","Yes","churned"
"1090-PYKCI","One year","105.1","69","No","stable"
"3058-WQDRE","Month-to-month","25.15","13","No","medium risk"
"7547-EKNFS","Month-to-month","95.25","42","Yes","churned"
"2279-AXJJK","Month-to-month","95.65","52","No","medium risk"
"6769-DYBQN","Month-to-month","85","46","Yes","churned"
"0909-SELIE","Two year","80.8","61","No","stable"
"3417-TSCIC","One year","24.85","29","No","stable"
"1042-HFUCW","One year","54.75","25","No","stable"
"4439-JMPMT","Month-to-month","85.75","5","Yes","churned"
"6537-OTKMY","One year","50.75","15","No","stable"
"8999-EXMNO","Two year","20.15","19","No","stable"
"6725-TPKJO","Two year","20.05","44","No","stable"
"2446-BEGGB","Month-to-month","98.25","6","Yes","churned"
"7162-WPHPM","Two year","71.6","58","No","stable"
"1599-MMYRQ","One year","81.45","62","No","stable"
"8821-KVZKQ","One year","58.4","70","No","stable"
"1496-GGSUK","Month-to-month","25.7","1","Yes","churned"
"6434-TTGJP","Two year","53.7","10","No","stable"
"0042-JVWOJ","One year","19.6","26","No","stable"
"0130-SXOUN","Month-to-month","89.4","66","No","medium risk"
"2575-GFSOE","Month-to-month","69","7","Yes","churned"
"2330-PQGDQ","One year","84.2","51","No","stable"
"1452-UZOSF","Two year","106.1","72","No","stable"
"2097-YVPKN","Two year","25.75","65","No","stable"
"2842-JTCCU","Month-to-month","46.05","2","Yes","churned"
"8597-CTXVJ","One year","64.95","70","No","stable"
"6631-HMANX","Two year","85.45","72","No","stable"
"9962-BFPDU","Month-to-month","20.05","1","No","medium risk"
"3296-SILRA","Month-to-month","76.4","1","Yes","churned"
"9681-OXGVC","Month-to-month","100.5","5","Yes","churned"
"6394-HHHZM","Month-to-month","20.7","3","No","medium risk"
"5995-LFTLE","Two year","25.3","58","No","stable"
"5180-UCIIQ","Month-to-month","40.05","22","Yes","churned"
"1932-UEDCX","Month-to-month","100.6","33","No","medium risk"
"7153-OANIO","Month-to-month","69.95","1","Yes","churned"
"5188-HGMLP","Month-to-month","74","54","No","medium risk"
"0665-XHDJU","Two year","99.4","72","No","stable"
"6521-YYTYI","Month-to-month","93.3","1","Yes","churned"
"8878-HMWBV","Month-to-month","49.15","3","Yes","churned"
"8265-HKSOW","Two year","107.45","72","No","stable"
"3544-FBCAS","Two year","83.6","72","No","stable"
"5331-RGMTT","Month-to-month","99.05","54","No","medium risk"
"4759-PXTAN","One year","80.1","59","No","stable"
"7054-DMVAS","Two year","65.3","54","No","stable"
"3428-MMGUB","Two year","89.55","60","No","stable"
"6549-BTYPG","Two year","60.8","60","No","stable"
"7823-JSOAG","Month-to-month","74.5","3","No","medium risk"
"3705-RHRFR","Two year","99.15","69","No","stable"
"9374-YOLBJ","Month-to-month","19.25","1","No","medium risk"
"9074-KGVOX","Month-to-month","39.45","50","No","medium risk"
"6128-DAFVY","Month-to-month","44.85","56","No","medium risk"
"9933-QRGTX","Two year","97.2","60","No","stable"
"4476-OSWTN","One year","110.55","69","No","stable"
"3751-KTZEL","Month-to-month","35.05","1","Yes","churned"
"1977-STDKI","Month-to-month","73","1","Yes","churned"
"5066-GFJMM","Month-to-month","19.9","3","No","medium risk"
"2661-GKBTK","Two year","76.95","60","No","stable"
"0458-HEUZG","Two year","35.4","13","No","stable"
"7268-WNTCP","Two year","20.45","62","No","stable"
"0824-VWDPO","One year","96.75","45","No","stable"
"8409-WQJUX","One year","54.2","25","No","stable"
"2578-JQPHZ","Two year","100.1","44","No","stable"
"3278-FSIXX","Month-to-month","45.25","2","No","medium risk"
"5813-UECBU","Month-to-month","83.85","33","Yes","churned"
"0328-GRPMV","Month-to-month","70.1","1","Yes","churned"
"9746-UGFAC","One year","20.85","22","No","stable"
"2946-KIQSP","Month-to-month","33.45","35","No","medium risk"
"0625-AFOHS","Two year","20.2","29","No","stable"
"6726-WEXXK","One year","85.9","27","No","stable"
"4636-OLWOE","One year","61","54","No","stable"
"4342-HENTK","Month-to-month","70.65","2","Yes","churned"
"4685-ERGHK","One year","86.9","57","No","stable"
"0885-HMGPY","Two year","69.4","62","No","stable"
"5003-OKNNK","One year","20.35","15","No","stable"
"4195-SMMNX","Month-to-month","20.35","2","Yes","churned"
"7208-PSIHR","Two year","104.3","70","No","stable"
"4012-ZTHBR","Month-to-month","44.95","21","No","medium risk"
"0489-WMEMG","One year","49.45","23","No","stable"
"7435-ZNUYY","One year","20.6","6","No","stable"
"1354-YZFNB","Two year","19.55","4","No","stable"
"6956-SMUCM","Month-to-month","99","3","Yes","churned"
"2985-FMWYF","Month-to-month","93.5","23","No","medium risk"
"2812-ENYMO","One year","54.55","26","No","stable"
"2717-HVIZY","Month-to-month","20.05","8","No","medium risk"
"3223-WZWJM","Month-to-month","83.95","26","Yes","churned"
"3422-GALYP","Month-to-month","79.45","2","No","medium risk"
"9053-JZFKV","Two year","116.2","67","Yes","churned"
"2530-ENDWQ","Two year","93.7","71","Yes","churned"
"2890-WFBHU","One year","79.85","59","No","stable"
"0327-WFZSY","One year","100","39","No","stable"
"7977-HXJKU","Two year","19.6","21","No","stable"
"6615-ZGEDR","Month-to-month","19.7","1","Yes","churned"
"7033-CLAMM","Two year","20.2","48","No","stable"
"4023-RTIQM","One year","50.4","31","No","stable"
"0864-FVJNJ","One year","113.35","64","No","stable"
"7356-IWLFW","Month-to-month","80","46","No","medium risk"
"9541-PWTWO","Two year","80.95","52","No","stable"
"3967-VQOGC","Two year","24.9","67","No","stable"
"7872-RDDLZ","Month-to-month","54.9","67","No","medium risk"
"9250-WYPLL","Month-to-month","75.55","5","Yes","churned"
"6308-CQRBU","Two year","109.25","71","No","stable"
"2754-XBHTB","Month-to-month","77.65","9","Yes","churned"
"1597-LHYNC","Month-to-month","95","26","Yes","churned"
"0186-CAERR","One year","116.3","71","No","stable"
"3043-SUDUA","Month-to-month","19.9","32","No","medium risk"
"5442-BHQNG","Month-to-month","70.35","2","No","medium risk"
"2169-RRLFW","Two year","25.6","71","No","stable"
"5872-OEQNH","One year","44.45","60","No","stable"
"3162-KKZXO","One year","100.15","55","No","stable"
"7055-VKGDA","One year","105.4","54","Yes","churned"
"0754-UKWQP","Month-to-month","95.85","2","Yes","churned"
"8873-GLDMH","Month-to-month","73.85","6","No","medium risk"
"5696-JVVQY","Two year","70.1","48","No","stable"
"8946-BFWSG","Two year","25.25","63","No","stable"
"7493-TPUWZ","Month-to-month","79.15","1","Yes","churned"
"0547-HURJB","Month-to-month","21.05","12","No","medium risk"
"8904-OPDCK","Month-to-month","24.95","54","No","medium risk"
"8845-LWKGE","One year","64.5","30","No","stable"
"1577-HKTFG","Month-to-month","19.65","30","Yes","churned"
"8752-STIVR","Month-to-month","79","4","Yes","churned"
"0691-NIKRI","One year","105.95","40","No","stable"
"5022-JNQEQ","Month-to-month","75.85","9","No","medium risk"
"4558-FANTW","Month-to-month","91.85","17","Yes","churned"
"3249-VHRIP","Two year","43.6","62","No","stable"
"3736-BLEPA","One year","91.25","28","No","stable"
"4701-LKOZD","Two year","89.75","70","No","stable"
"6603-QWSPR","Two year","104.4","46","No","stable"
"9921-QFQUL","Month-to-month","90.15","23","No","medium risk"
"1929-ZCBHE","One year","40.3","47","No","stable"
"4378-MYPGO","Two year","105.25","68","No","stable"
"8651-ENBZX","One year","106","60","Yes","churned"
"4129-LYCOI","Two year","104","67","No","stable"
"7798-JVXYM","Month-to-month","69.65","14","No","medium risk"
"8647-SDTWQ","Month-to-month","74.3","57","No","medium risk"
"2696-ECXKC","One year","100.9","55","No","stable"
"2081-KJSQF","Month-to-month","20.25","1","No","medium risk"
"7623-TRNQN","Month-to-month","49.9","1","Yes","churned"
"3323-CPBWR","Month-to-month","96.9","23","No","medium risk"
"9330-IJWIO","Month-to-month","100.35","13","Yes","churned"
"3384-CTMSF","Month-to-month","104.1","47","No","medium risk"
"0902-RFHOF","One year","20.1","38","No","stable"
"9286-DOJGF","Month-to-month","74.95","38","Yes","churned"
"6048-QBXKL","Month-to-month","56.55","2","No","medium risk"
"9661-MHUMO","Month-to-month","49.25","1","Yes","churned"
"7718-RXDGG","Month-to-month","68.6","15","No","medium risk"
"1025-FALIX","Month-to-month","69.05","26","No","medium risk"
"3451-VAWLI","Two year","19.7","35","No","stable"
"3407-QGWLG","Month-to-month","20.05","3","No","medium risk"
"1842-EZJMK","Month-to-month","103.7","50","Yes","churned"
"2347-WKKAE","Month-to-month","94.4","42","No","medium risk"
"8735-DCXNF","Month-to-month","54.95","10","No","medium risk"
"3214-IYUUQ","One year","93.7","61","No","stable"
"1936-UAFEH","Two year","110.25","68","No","stable"
"3587-PMCOY","One year","98.9","10","No","stable"
"8079-XRJRS","One year","89.75","65","Yes","churned"
"1027-LKKQQ","Two year","80.45","72","No","stable"
"7148-XZPHA","Month-to-month","79.4","55","No","medium risk"
"8073-IJDCM","Month-to-month","20.3","1","Yes","churned"
"5309-TAIKL","Month-to-month","62.8","7","No","medium risk"
"6856-RAURS","Month-to-month","74.9","2","No","medium risk"
"8778-LMWTJ","Month-to-month","74.85","9","No","medium risk"
"9717-IOAAF","Two year","25.85","27","No","stable"
"8884-ADFVN","Month-to-month","101.95","7","Yes","churned"
"2845-KDHVX","Two year","68.3","64","No","stable"
"0848-SOMKO","Two year","48.4","70","No","stable"
"2720-WGKHP","Month-to-month","94","2","Yes","churned"
"6734-FQAJX","Two year","105.05","67","No","stable"
"2869-ADAWR","Month-to-month","89.3","45","Yes","churned"
"1535-VTJOQ","Two year","25.15","24","No","stable"
"6368-TZZDT","Two year","19.5","4","No","stable"
"0943-ZQPXH","Month-to-month","92.95","44","No","medium risk"
"1293-BSEUN","Two year","20.7","72","No","stable"
"9894-EZEWG","Month-to-month","74.3","1","Yes","churned"
"1302-TPUBN","Two year","19.35","66","No","stable"
"7851-FLGGQ","Month-to-month","44.65","1","Yes","churned"
"0637-UBJRP","Month-to-month","84.05","13","Yes","churned"
"0940-OUQEC","Month-to-month","80.7","10","Yes","churned"
"2378-VTKDH","Month-to-month","104.35","65","No","medium risk"
"0927-CNGRH","Month-to-month","19.55","1","No","medium risk"
"8608-OZTLB","One year","74.05","38","No","stable"
"2335-GSODA","Two year","40.1","23","No","stable"
"1952-DVVSW","One year","20.1","10","No","stable"
"0702-PGIBZ","Month-to-month","101.7","4","Yes","churned"
"6656-GULJQ","Two year","83.55","72","No","stable"
"9853-JFZDU","Month-to-month","56.85","35","No","medium risk"
"1963-VAUKV","Month-to-month","20.4","1","Yes","churned"
"3777-XROBG","Two year","19.55","58","No","stable"
"6994-FGRHH","One year","106.15","70","No","stable"
"4000-VGMQP","One year","78.95","38","No","stable"
"3999-WRNGR","Month-to-month","49.75","60","No","medium risk"
"3466-RITXD","Month-to-month","92.4","26","No","medium risk"
"2680-XKKNJ","One year","58.2","8","No","stable"
"3058-HJCUY","One year","102.6","41","Yes","churned"
"2974-GGUXS","Month-to-month","91.95","36","No","medium risk"
"7994-XIRTR","One year","65.25","54","No","stable"
"3259-FDWOY","Two year","106","71","Yes","churned"
"2101-RANCD","Month-to-month","73.1","55","No","medium risk"
"7921-BEPCI","Two year","59.75","72","No","stable"
"0807-ZABDG","Month-to-month","55.1","3","Yes","churned"
"8510-TMWYB","Two year","59.8","54","No","stable"
"3258-ZKPAI","Two year","116.6","72","No","stable"
"1428-IEDPR","Two year","109.3","52","No","stable"
"5298-GSTLM","One year","101.4","60","No","stable"
"4450-YOOHP","Month-to-month","50.65","39","No","medium risk"
"6728-CZFEI","One year","56.15","15","No","stable"
"5748-RNCJT","Two year","106.5","69","Yes","churned"
"3653-NCRDJ","One year","19.2","43","No","stable"
"6121-TNHBO","One year","83","63","No","stable"
"5119-NZPTV","Month-to-month","70.1","2","No","medium risk"
"6519-ZHPXP","Two year","108.3","72","No","stable"
"7739-LAXOG","Month-to-month","91.05","32","Yes","churned"
"3472-QPRCH","Two year","25.25","40","No","stable"
"8224-UAXBZ","One year","45.35","58","No","stable"
"9610-WCESF","Two year","43.9","67","No","stable"
"9776-CLUJA","Month-to-month","77.5","51","Yes","churned"
"2486-WYVVE","One year","79.3","31","No","stable"
"3865-ZYKAD","Month-to-month","84.9","69","No","medium risk"
"1422-DGUBX","One year","79.25","32","No","stable"
"2999-AANRQ","Two year","71.05","21","No","stable"
"8668-KNZTI","One year","53.75","52","No","stable"
"0480-KYJVA","Two year","24.25","72","No","stable"
"6034-ZRYCV","Two year","54.2","72","Yes","churned"
"9746-YKGXB","One year","44.25","52","No","stable"
"3926-YZVVX","One year","50.05","41","No","stable"
"6000-UKLWI","Two year","20.15","41","No","stable"
"2079-FBMZK","Month-to-month","69.25","6","Yes","churned"
"6332-FBZRI","One year","69.35","67","No","stable"
"2096-XOTMO","Month-to-month","19.35","16","No","medium risk"
"3266-FTKHB","Two year","19.15","17","No","stable"
"8221-EQDGL","Month-to-month","61","35","No","medium risk"
"2346-LOCWC","Two year","20.5","58","No","stable"
"6608-QQLVK","Month-to-month","50.5","1","Yes","churned"
"0298-XACET","Two year","50.2","52","No","stable"
"7560-QJAVJ","Two year","79.6","70","No","stable"
"2995-YWTCD","Two year","24.9","19","No","stable"
"3551-HUAZH","Month-to-month","74.4","1","Yes","churned"
"9137-UIYPG","Month-to-month","106.9","35","No","medium risk"
"2809-ZMYOQ","Month-to-month","101.35","32","No","medium risk"
"5084-OOVCJ","Month-to-month","55.35","17","No","medium risk"
"0254-WWRKD","One year","50.55","67","No","stable"
"7727-SHVZV","Month-to-month","19.5","9","No","medium risk"
"6302-JGYRJ","One year","79.45","31","Yes","churned"
"5339-PXDVH","Month-to-month","90.65","4","No","high risk"
"2205-LPVGL","One year","89.85","58","No","stable"
"8782-NUUOL","One year","79","60","No","stable"
"3685-YLCMQ","One year","104.65","58","Yes","churned"
"7601-WFVZV","Month-to-month","19.55","1","No","medium risk"
"4609-KNNWG","Two year","19.9","27","No","stable"
"4868-AADLV","One year","116.25","66","No","stable"
"9529-OFXHY","Month-to-month","87.75","15","No","medium risk"
"8634-MPHTR","Month-to-month","100.05","47","Yes","churned"
"2669-QVCRG","Month-to-month","81.3","41","No","medium risk"
"2478-EEWWM","Month-to-month","44.3","59","No","medium risk"
"9174-IHETN","Two year","70.35","50","No","stable"
"2233-TXSIU","One year","44.45","17","No","stable"
"9644-UMGQA","Month-to-month","49.15","6","No","medium risk"
"3256-EZDBI","Month-to-month","29.45","51","No","medium risk"
"8761-NSOBC","Month-to-month","100.55","44","Yes","churned"
"0419-YAAPX","Month-to-month","85.3","49","No","medium risk"
"8413-VONUO","Month-to-month","95.65","2","Yes","churned"
"0872-CASZJ","One year","69.1","59","No","stable"
"4726-DLWQN","Month-to-month","70.35","50","No","medium risk"
"8164-OCKUJ","Two year","20.6","59","No","stable"
"3094-JOJAI","Month-to-month","74.15","18","No","medium risk"
"9494-MRNYX","Month-to-month","75.05","10","No","medium risk"
"2599-CZABP","One year","44.6","14","No","stable"
"7945-PRBVF","Two year","21.45","35","No","stable"
"4544-RXFMG","One year","43.45","8","No","stable"
"0859-YGKFW","One year","20.05","18","No","stable"
"1150-FTQGN","One year","94.15","60","No","stable"
"9223-UCPVT","Month-to-month","94.4","1","Yes","churned"
"7196-LIWRH","Two year","19.55","6","No","stable"
"5448-VWNAM","Month-to-month","75.9","19","No","medium risk"
"1177-XZBJL","One year","64.15","53","No","stable"
"3518-FSTWG","Two year","109.55","72","No","stable"
"9330-VOFSZ","Two year","110.8","60","No","stable"
"4351-QLCSU","Month-to-month","55","1","Yes","churned"
"0939-EREMR","Month-to-month","53.45","13","No","medium risk"
"9389-ACWBI","Month-to-month","69.95","5","No","medium risk"
