"customerid","gender","Contract","tenure","MonthlyCharges","PaymentMethod","risk_level"
"8908-SLFCJ","Female","Two year","21","20.85","Credit card (automatic)","Low/Medium Risk"
"7764-BDPEE","Male","Month-to-month","3","20.85","Mailed check","Low/Medium Risk"
"5266-PFRQK","Male","One year","52","20.85","Credit card (automatic)","Low/Medium Risk"
"7219-TLZHO","Female","Month-to-month","4","20.85","Mailed check","Low/Medium Risk"
"6619-RPLQZ","Female","Two year","45","20.85","Mailed check","Low/Medium Risk"
"3978-YNKDD","Male","Two year","19","20.85","Credit card (automatic)","Low/Medium Risk"
"4803-LBYPN","Male","Month-to-month","34","20.8","Mailed check","Low/Medium Risk"
"4013-GUXND","Male","Month-to-month","1","20.8","Mailed check","Low/Medium Risk"
"9084-OAYKL","Male","Two year","58","20.8","Mailed check","Low/Medium Risk"
"7558-IMLMT","Male","Two year","67","20.8","Mailed check","Low/Medium Risk"
"6527-PZFPV","Male","One year","24","20.8","Credit card (automatic)","Low/Medium Risk"
"1760-CAZHT","Male","Month-to-month","25","20.8","Mailed check","Low/Medium Risk"
"8544-JNBOX","Male","Two year","72","20.8","Mailed check","Low/Medium Risk"
"9867-JCZSP","Female","One year","17","20.75","Mailed check","Low/Medium Risk"
"1395-WSWXR","Male","Two year","24","20.75","Mailed check","Low/Medium Risk"
"8966-OIQHG","Female","One year","22","20.75","Bank transfer (automatic)","Low/Medium Risk"
"0463-WZZKO","Male","Month-to-month","3","20.75","Credit card (automatic)","Low/Medium Risk"
"0816-TSPHQ","Male","Month-to-month","2","20.75","Mailed check","Low/Medium Risk"
"8727-JQFHV","Male","Two year","57","20.75","Mailed check","Low/Medium Risk"
"2700-LUEVA","Male","Month-to-month","1","20.75","Credit card (automatic)","Low/Medium Risk"
"5372-FBKBN","Female","Month-to-month","21","20.75","Mailed check","Low/Medium Risk"
"5542-NKVRU","Female","Two year","42","20.75","Bank transfer (automatic)","Low/Medium Risk"
"9046-DQMTP","Male","Month-to-month","35","20.75","Bank transfer (automatic)","Low/Medium Risk"
"6625-FLENO","Male","Two year","58","20.75","Mailed check","Low/Medium Risk"
"9509-MPYOD","Female","One year","35","20.75","Mailed check","Low/Medium Risk"
"3645-DEYGF","Male","Month-to-month","1","20.75","Mailed check","Low/Medium Risk"
"6419-ZTTLE","Male","One year","23","20.75","Electronic check","Low/Medium Risk"
"4990-ALDGW","Male","Two year","57","20.75","Mailed check","Low/Medium Risk"
"3458-IDMFK","Male","Two year","25","20.75","Mailed check","Low/Medium Risk"
"0750-EKNGL","Male","Month-to-month","7","20.75","Mailed check","Low/Medium Risk"
"5006-MXVRN","Female","Two year","39","20.7","Credit card (automatic)","Low/Medium Risk"
"8430-TWCBX","Female","One year","49","20.7","Credit card (automatic)","Low/Medium Risk"
"1293-BSEUN","Female","Two year","72","20.7","Mailed check","Low/Medium Risk"
"1614-JBEBI","Female","Month-to-month","8","20.7","Mailed check","Low/Medium Risk"
"2928-HLDBA","Female","Month-to-month","6","20.7","Mailed check","Low/Medium Risk"
"7305-ZWMAJ","Male","One year","30","20.7","Credit card (automatic)","Low/Medium Risk"
"4878-BUNFV","Male","Two year","42","20.7","Mailed check","Low/Medium Risk"
"6394-HHHZM","Male","Month-to-month","3","20.7","Mailed check","Low/Medium Risk"
"8620-RJPZN","Female","Month-to-month","1","20.7","Electronic check","Low/Medium Risk"
"7976-CICYS","Male","Month-to-month","4","20.7","Credit card (automatic)","Low/Medium Risk"
"9367-OIUXP","Male","Month-to-month","4","20.7","Mailed check","Low/Medium Risk"
"3007-FDPEA","Female","Month-to-month","2","20.7","Bank transfer (automatic)","Low/Medium Risk"
"2545-LXYVJ","Male","Two year","72","20.7","Bank transfer (automatic)","Low/Medium Risk"
"0936-NQLJU","Female","Two year","41","20.65","Credit card (automatic)","Low/Medium Risk"
"8681-ICONS","Male","Month-to-month","29","20.65","Mailed check","Low/Medium Risk"
"9534-NSXEM","Male","One year","26","20.65","Credit card (automatic)","Low/Medium Risk"
"4933-IKULF","Female","One year","17","20.65","Mailed check","Low/Medium Risk"
"6490-FGZAT","Male","Month-to-month","6","20.65","Mailed check","Low/Medium Risk"
"2236-HILPA","Male","Two year","62","20.65","Credit card (automatic)","Low/Medium Risk"
"3750-YHRYO","Male","One year","7","20.65","Mailed check","Low/Medium Risk"
"2480-JZOSN","Female","Month-to-month","1","20.65","Mailed check","Low/Medium Risk"
"5088-QZLRL","Male","Month-to-month","1","20.65","Electronic check","Low/Medium Risk"
"8402-OOOHJ","Female","Two year","41","20.65","Mailed check","Low/Medium Risk"
"8191-XWSZG","Female","One year","52","20.65","Mailed check","Low/Medium Risk"
"4807-IZYOZ","Female","Two year","51","20.65","Bank transfer (automatic)","Low/Medium Risk"
"6223-DHJGV","Female","One year","42","20.65","Mailed check","Low/Medium Risk"
"3012-VFFMN","Female","Month-to-month","7","20.65","Mailed check","Low/Medium Risk"
"3675-EQOZA","Male","Month-to-month","5","20.65","Bank transfer (automatic)","Low/Medium Risk"
"0780-XNZFN","Male","Two year","57","20.65","Bank transfer (automatic)","Low/Medium Risk"
"1862-QRWPE","Female","Two year","48","20.65","Bank transfer (automatic)","Low/Medium Risk"
"2351-RRBUE","Female","One year","7","20.65","Mailed check","Low/Medium Risk"
"4092-OFQZS","Male","One year","20","20.65","Mailed check","Low/Medium Risk"
"1488-SYSFC","Male","Month-to-month","31","20.65","Electronic check","Low/Medium Risk"
"6016-LVTJQ","Female","Month-to-month","34","20.65","Mailed check","Low/Medium Risk"
"3530-CRZSB","Female","Month-to-month","7","20.65","Mailed check","Low/Medium Risk"
"9067-SQTNS","Male","One year","44","20.6","Bank transfer (automatic)","Low/Medium Risk"
"8838-GPHZP","Female","Two year","63","20.6","Mailed check","Low/Medium Risk"
"6563-VRERX","Male","One year","33","20.6","Mailed check","Low/Medium Risk"
"7435-ZNUYY","Male","One year","6","20.6","Mailed check","Low/Medium Risk"
"1038-RQOST","Male","Month-to-month","19","20.6","Mailed check","Low/Medium Risk"
"7205-BAIAD","Female","Two year","40","20.6","Bank transfer (automatic)","Low/Medium Risk"
"7407-SUJIZ","Male","Month-to-month","25","20.6","Mailed check","Low/Medium Risk"
"2907-ILJBN","Female","One year","11","20.6","Mailed check","Low/Medium Risk"
"8164-OCKUJ","Female","Two year","59","20.6","Mailed check","Low/Medium Risk"
"0787-LHDYT","Male","Month-to-month","16","20.6","Credit card (automatic)","Low/Medium Risk"
"8884-FEEWR","Male","One year","35","20.6","Bank transfer (automatic)","Low/Medium Risk"
"3976-NLDEZ","Male","Month-to-month","1","20.6","Mailed check","Low/Medium Risk"
"2525-GVKQU","Female","Two year","60","20.6","Mailed check","Low/Medium Risk"
"9392-XBGTD","Male","Two year","27","20.6","Mailed check","Low/Medium Risk"
"7717-BICXI","Male","Two year","60","20.55","Mailed check","Low/Medium Risk"
"9512-PHSMG","Female","Month-to-month","10","20.55","Mailed check","Low/Medium Risk"
"8763-KIAFH","Female","One year","27","20.55","Mailed check","Low/Medium Risk"
"5918-VUKWP","Female","One year","32","20.55","Bank transfer (automatic)","Low/Medium Risk"
"9620-QJREV","Male","One year","47","20.55","Credit card (automatic)","Low/Medium Risk"
"6340-DACFT","Female","Two year","50","20.55","Credit card (automatic)","Low/Medium Risk"
"6855-VLGOS","Male","Two year","72","20.55","Electronic check","Low/Medium Risk"
"9708-KFDBY","Male","Month-to-month","1","20.55","Credit card (automatic)","Low/Medium Risk"
"6942-LBFDP","Female","Month-to-month","2","20.55","Mailed check","Low/Medium Risk"
"8434-VGEQQ","Male","Two year","61","20.55","Credit card (automatic)","Low/Medium Risk"
"2690-DVRVK","Male","One year","5","20.55","Electronic check","Low/Medium Risk"
"7493-GVFIO","Male","Two year","57","20.55","Credit card (automatic)","Low/Medium Risk"
"0422-OHQHQ","Female","One year","15","20.55","Mailed check","Low/Medium Risk"
"3712-PKXZA","Male","One year","61","20.55","Credit card (automatic)","Low/Medium Risk"
"1784-BXEFA","Female","Month-to-month","10","20.55","Mailed check","Low/Medium Risk"
"5176-LMJXE","Female","Two year","47","20.55","Mailed check","Low/Medium Risk"
"1215-EXRMO","Male","Two year","50","20.55","Mailed check","Low/Medium Risk"
"0052-YNYOT","Female","One year","67","20.55","Electronic check","Low/Medium Risk"
"1925-GMVBW","Female","Month-to-month","5","20.55","Credit card (automatic)","Low/Medium Risk"
"6924-TDGMT","Male","One year","11","20.55","Mailed check","Low/Medium Risk"
"8963-MQVYN","Female","Month-to-month","22","20.55","Electronic check","Low/Medium Risk"
"5808-TOTXO","Female","One year","3","20.55","Credit card (automatic)","Low/Medium Risk"
"4302-ZYFEL","Male","One year","69","20.55","Credit card (automatic)","Low/Medium Risk"
"2804-ETQDK","Male","Two year","66","20.55","Mailed check","Low/Medium Risk"
"0397-ZXWQF","Male","Two year","67","20.5","Bank transfer (automatic)","Low/Medium Risk"
"9639-BUJXT","Male","One year","63","20.5","Mailed check","Low/Medium Risk"
"1927-QEWMY","Female","Two year","72","20.5","Credit card (automatic)","Low/Medium Risk"
"5857-XRECV","Female","One year","2","20.5","Bank transfer (automatic)","Low/Medium Risk"
"6169-PPETC","Male","Two year","35","20.5","Bank transfer (automatic)","Low/Medium Risk"
"6476-EPYZR","Male","Month-to-month","12","20.5","Mailed check","Low/Medium Risk"
"8746-BFOAJ","Male","One year","21","20.5","Bank transfer (automatic)","Low/Medium Risk"
"6231-WFGFH","Male","Month-to-month","4","20.5","Mailed check","Low/Medium Risk"
"1866-ZSLJM","Male","Month-to-month","21","20.5","Credit card (automatic)","Low/Medium Risk"
"4378-BZYFP","Male","One year","17","20.5","Mailed check","Low/Medium Risk"
"2346-LOCWC","Female","Two year","58","20.5","Credit card (automatic)","Low/Medium Risk"
"2400-FEQME","Male","Two year","55","20.5","Mailed check","Low/Medium Risk"
"7321-KKSDU","Male","Two year","32","20.5","Mailed check","Low/Medium Risk"
"0536-BGFMZ","Female","Month-to-month","28","20.5","Mailed check","Low/Medium Risk"
"8229-BUJHX","Female","Two year","71","20.5","Bank transfer (automatic)","Low/Medium Risk"
"9753-OYLBX","Female","Month-to-month","1","20.5","Mailed check","Low/Medium Risk"
"6696-YDAYZ","Male","Two year","16","20.5","Mailed check","Low/Medium Risk"
"3154-HMWUU","Male","Two year","60","20.5","Bank transfer (automatic)","Low/Medium Risk"
"2732-ISEZX","Female","Month-to-month","5","20.5","Mailed check","Low/Medium Risk"
"3662-FXJFO","Female","Two year","54","20.5","Mailed check","Low/Medium Risk"
"2792-VPPET","Male","Month-to-month","3","20.5","Electronic check","Low/Medium Risk"
"0129-QMPDR","Male","One year","44","20.5","Bank transfer (automatic)","Low/Medium Risk"
"1635-HDGFT","Female","Two year","19","20.5","Mailed check","Low/Medium Risk"
"8189-DUKMV","Female","One year","4","20.5","Bank transfer (automatic)","Low/Medium Risk"
"7695-PKLCZ","Female","Two year","68","20.5","Credit card (automatic)","Low/Medium Risk"
"1385-TQOZW","Female","Month-to-month","9","20.45","Credit card (automatic)","Low/Medium Risk"
"7998-ZLXWN","Female","Month-to-month","15","20.45","Credit card (automatic)","Low/Medium Risk"
"4623-ZKHLY","Male","Month-to-month","22","20.45","Bank transfer (automatic)","Low/Medium Risk"
"7268-WNTCP","Male","Two year","62","20.45","Bank transfer (automatic)","Low/Medium Risk"
"5124-EOGYE","Male","Two year","31","20.45","Mailed check","Low/Medium Risk"
"1306-RPWXZ","Female","Two year","49","20.45","Credit card (automatic)","Low/Medium Risk"
"3752-CQSJI","Female","Month-to-month","13","20.45","Mailed check","Low/Medium Risk"
"0048-PIHNL","Female","One year","49","20.45","Bank transfer (automatic)","Low/Medium Risk"
"5774-XZTQC","Female","Month-to-month","7","20.45","Mailed check","Low/Medium Risk"
"3717-FDJFU","Male","Two year","5","20.45","Mailed check","Low/Medium Risk"
"8559-WNQZS","Male","Two year","1","20.45","Mailed check","Low/Medium Risk"
"2668-TZSPS","Male","Month-to-month","1","20.45","Mailed check","Low/Medium Risk"
"7010-ZMVBF","Female","Month-to-month","18","20.45","Mailed check","Low/Medium Risk"
"3724-BSCVH","Male","One year","10","20.45","Mailed check","Low/Medium Risk"
"8262-COGGB","Male","Month-to-month","1","20.45","Mailed check","Low/Medium Risk"
"7140-ADSMJ","Male","Month-to-month","8","20.45","Credit card (automatic)","Low/Medium Risk"
"4884-LEVMQ","Male","Two year","39","20.45","Bank transfer (automatic)","Low/Medium Risk"
"3594-IVHJZ","Female","Month-to-month","2","20.45","Mailed check","Low/Medium Risk"
"8942-DBMHZ","Male","Month-to-month","12","20.45","Mailed check","Low/Medium Risk"
"6961-MJKBO","Male","Two year","47","20.45","Bank transfer (automatic)","Low/Medium Risk"
"0673-IGUQO","Male","Month-to-month","1","20.45","Mailed check","Low/Medium Risk"
"5996-DAOQL","Male","Month-to-month","1","20.45","Mailed check","Low/Medium Risk"
"6870-ECSHE","Female","One year","2","20.45","Mailed check","Low/Medium Risk"
"9184-GALIL","Female","Month-to-month","38","20.45","Mailed check","Low/Medium Risk"
"7244-KXYZN","Female","One year","24","20.45","Credit card (automatic)","Low/Medium Risk"
"8701-DGLVH","Male","Two year","51","20.45","Mailed check","Low/Medium Risk"
"5546-BYZSM","Female","Month-to-month","41","20.45","Electronic check","Low/Medium Risk"
"7706-DZNKK","Male","Month-to-month","11","20.45","Credit card (automatic)","Low/Medium Risk"
"7266-GSSJX","Male","Month-to-month","11","20.45","Electronic check","Low/Medium Risk"
"1682-VCOIO","Male","One year","23","20.45","Mailed check","Low/Medium Risk"
"9618-LFJRU","Female","Month-to-month","4","20.45","Credit card (automatic)","Low/Medium Risk"
"2495-TTHBQ","Female","One year","4","20.4","Mailed check","Low/Medium Risk"
"0731-EBJQB","Female","One year","52","20.4","Electronic check","Low/Medium Risk"
"1159-WFSGR","Female","Month-to-month","16","20.4","Electronic check","Low/Medium Risk"
"6579-JPICP","Male","Month-to-month","1","20.4","Mailed check","Low/Medium Risk"
"3070-FNFZQ","Female","Two year","23","20.4","Bank transfer (automatic)","Low/Medium Risk"
"6772-WFQRD","Male","One year","40","20.4","Bank transfer (automatic)","Low/Medium Risk"
"4486-EFAEB","Male","Month-to-month","13","20.4","Electronic check","Low/Medium Risk"
"6248-BSHKG","Male","One year","61","20.4","Mailed check","Low/Medium Risk"
"1539-LNKHM","Female","Month-to-month","12","20.4","Mailed check","Low/Medium Risk"
"1245-HARPS","Female","Two year","14","20.4","Mailed check","Low/Medium Risk"
"1087-GRUYI","Male","Two year","38","20.4","Bank transfer (automatic)","Low/Medium Risk"
"1222-KJNZD","Male","Month-to-month","40","20.4","Bank transfer (automatic)","Low/Medium Risk"
"9770-LXDBK","Female","Month-to-month","3","20.4","Mailed check","Low/Medium Risk"
"3594-BDSOA","Female","One year","24","20.4","Credit card (automatic)","Low/Medium Risk"
"3727-JEZTU","Female","Month-to-month","1","20.4","Mailed check","Low/Medium Risk"
"9929-PLVPA","Female","Month-to-month","4","20.4","Credit card (automatic)","Low/Medium Risk"
"6265-FRMTQ","Male","Two year","31","20.4","Bank transfer (automatic)","Low/Medium Risk"
"2239-CFOUJ","Male","One year","1","20.4","Mailed check","Low/Medium Risk"
"1790-NESIO","Female","Two year","13","20.4","Mailed check","Low/Medium Risk"
"4625-LAMOB","Male","Two year","44","20.4","Credit card (automatic)","Low/Medium Risk"
"4568-TTZRT","Male","Month-to-month","9","20.4","Mailed check","Low/Medium Risk"
"2410-CIYFZ","Male","Month-to-month","2","20.4","Mailed check","Low/Medium Risk"
"8735-NBLWT","Male","Month-to-month","9","20.4","Mailed check","Low/Medium Risk"
"0374-FIUCA","Male","Two year","65","20.4","Credit card (automatic)","Low/Medium Risk"
"7817-OMJNA","Male","One year","14","20.4","Bank transfer (automatic)","Low/Medium Risk"
"6698-OXETB","Male","Two year","11","20.4","Mailed check","Low/Medium Risk"
"2030-BTZRO","Male","Two year","6","20.4","Credit card (automatic)","Low/Medium Risk"
"0040-HALCW","Male","Two year","54","20.4","Credit card (automatic)","Low/Medium Risk"
"2739-CCZMB","Male","Month-to-month","5","20.35","Credit card (automatic)","Low/Medium Risk"
"1099-GODLO","Female","Two year","1","20.35","Mailed check","Low/Medium Risk"
"7813-TKCVO","Female","One year","20","20.35","Mailed check","Low/Medium Risk"
"1074-WVEVG","Female","One year","59","20.35","Mailed check","Low/Medium Risk"
"2592-YKDIF","Female","Month-to-month","1","20.35","Mailed check","Low/Medium Risk"
"5242-UOWHD","Male","Two year","45","20.35","Mailed check","Low/Medium Risk"
"5774-QPLTF","Male","One year","50","20.35","Mailed check","Low/Medium Risk"
"3590-TCXTB","Male","Month-to-month","1","20.35","Mailed check","Low/Medium Risk"
"0519-DRGTI","Female","Month-to-month","20","20.35","Mailed check","Low/Medium Risk"
"7647-GYYKX","Female","Two year","54","20.35","Bank transfer (automatic)","Low/Medium Risk"
"2346-CZYIL","Male","Two year","27","20.35","Credit card (automatic)","Low/Medium Risk"
"4634-JLRJT","Female","Month-to-month","1","20.35","Mailed check","Low/Medium Risk"
"6671-NGWON","Female","Month-to-month","7","20.35","Mailed check","Low/Medium Risk"
"1763-KUAAW","Female","One year","18","20.35","Bank transfer (automatic)","Low/Medium Risk"
"8859-DZTGQ","Male","Two year","33","20.35","Mailed check","Low/Medium Risk"
"8512-WIWYV","Male","One year","32","20.35","Credit card (automatic)","Low/Medium Risk"
"1872-EBWSC","Female","One year","29","20.35","Mailed check","Low/Medium Risk"
"5562-YJQGT","Female","Month-to-month","2","20.35","Credit card (automatic)","Low/Medium Risk"
"8739-QOTTN","Female","Month-to-month","2","20.35","Mailed check","Low/Medium Risk"
"5003-OKNNK","Female","One year","15","20.35","Credit card (automatic)","Low/Medium Risk"
"1850-AKQEP","Male","Month-to-month","8","20.35","Mailed check","Low/Medium Risk"
"6585-WCEWR","Male","Two year","72","20.35","Electronic check","Low/Medium Risk"
"7665-VIGUD","Male","One year","10","20.35","Mailed check","Low/Medium Risk"
"9818-XQCUV","Female","Month-to-month","2","20.35","Mailed check","Low/Medium Risk"
"5057-RKGLH","Female","Two year","9","20.35","Mailed check","Low/Medium Risk"
"4957-SREEC","Male","Two year","70","20.35","Credit card (automatic)","Low/Medium Risk"
"2085-JVGAD","Male","Month-to-month","37","20.35","Bank transfer (automatic)","Low/Medium Risk"
"6621-YOBKI","Male","Month-to-month","5","20.35","Mailed check","Low/Medium Risk"
"7073-QETQY","Male","One year","66","20.35","Electronic check","Low/Medium Risk"
"1930-BZLHI","Male","One year","21","20.35","Mailed check","Low/Medium Risk"
"3982-JGSFD","Male","One year","36","20.35","Credit card (automatic)","Low/Medium Risk"
"9932-WBWIK","Male","Month-to-month","11","20.35","Mailed check","Low/Medium Risk"
"1085-LDWAM","Female","One year","69","20.35","Credit card (automatic)","Low/Medium Risk"
"9860-LISIZ","Female","Month-to-month","34","20.35","Mailed check","Low/Medium Risk"
"1552-TKMXS","Female","Month-to-month","42","20.35","Credit card (automatic)","Low/Medium Risk"
"5567-GZKQY","Male","Two year","58","20.3","Credit card (automatic)","Low/Medium Risk"
"7814-LEEVE","Female","Month-to-month","1","20.3","Bank transfer (automatic)","Low/Medium Risk"
"5177-RVZNU","Female","One year","37","20.3","Bank transfer (automatic)","Low/Medium Risk"
"7515-LODFU","Male","Two year","69","20.3","Credit card (automatic)","Low/Medium Risk"
"8380-MQINP","Female","Two year","55","20.3","Mailed check","Low/Medium Risk"
"3125-RAHBV","Male","One year","22","20.3","Credit card (automatic)","Low/Medium Risk"
"9122-UMROB","Male","Month-to-month","1","20.3","Mailed check","Low/Medium Risk"
"3457-PQBYH","Female","Two year","58","20.3","Credit card (automatic)","Low/Medium Risk"
"0516-QREYC","Female","Month-to-month","24","20.3","Mailed check","Low/Medium Risk"
"6838-HVLXG","Female","Month-to-month","12","20.3","Mailed check","Low/Medium Risk"
"1755-RMCXH","Male","Month-to-month","2","20.3","Mailed check","Low/Medium Risk"
"0064-SUDOG","Female","Two year","12","20.3","Bank transfer (automatic)","Low/Medium Risk"
"5214-CHIWJ","Male","One year","27","20.3","Mailed check","Low/Medium Risk"
"0962-CQPWQ","Female","Two year","62","20.3","Bank transfer (automatic)","Low/Medium Risk"
"8610-ZIKJJ","Female","One year","2","20.3","Mailed check","Low/Medium Risk"
"0142-GVYSN","Male","Month-to-month","26","20.3","Electronic check","Low/Medium Risk"
"2342-CKIAO","Female","Month-to-month","2","20.3","Mailed check","Low/Medium Risk"
"9256-JTBNZ","Female","Month-to-month","11","20.3","Bank transfer (automatic)","Low/Medium Risk"
"2676-ISHSF","Male","Month-to-month","1","20.3","Mailed check","Low/Medium Risk"
"8204-TIFGJ","Female","Month-to-month","23","20.3","Bank transfer (automatic)","Low/Medium Risk"
"5847-MXBEO","Male","One year","22","20.3","Mailed check","Low/Medium Risk"
"3090-QFUVD","Female","Month-to-month","1","20.3","Credit card (automatic)","Low/Medium Risk"
"6131-JLWZM","Female","Month-to-month","13","20.3","Mailed check","Low/Medium Risk"
"8590-OHDIW","Female","One year","38","20.3","Mailed check","Low/Medium Risk"
"0794-YVSGE","Male","Two year","72","20.3","Bank transfer (automatic)","Low/Medium Risk"
"9950-MTGYX","Male","Two year","28","20.3","Credit card (automatic)","Low/Medium Risk"
"0582-AVCLN","Female","Two year","38","20.3","Mailed check","Low/Medium Risk"
"4825-FUREZ","Male","Two year","42","20.25","Electronic check","Low/Medium Risk"
"5868-YTYKS","Male","Month-to-month","1","20.25","Mailed check","Low/Medium Risk"
"2371-JUNGC","Male","Month-to-month","11","20.25","Mailed check","Low/Medium Risk"
"5345-BMKWB","Male","Month-to-month","8","20.25","Mailed check","Low/Medium Risk"
"0704-VCUMB","Female","Two year","61","20.25","Credit card (automatic)","Low/Medium Risk"
"9081-WWXKP","Female","Two year","47","20.25","Credit card (automatic)","Low/Medium Risk"
"3195-TQDZX","Male","Month-to-month","3","20.25","Electronic check","Low/Medium Risk"
"8388-DMKAE","Female","Two year","8","20.25","Mailed check","Low/Medium Risk"
"6278-FEPBZ","Female","Month-to-month","9","20.25","Mailed check","Low/Medium Risk"
"6188-UXBBR","Female","One year","38","20.25","Credit card (automatic)","Low/Medium Risk"
"4732-RRJZC","Male","Month-to-month","7","20.25","Mailed check","Low/Medium Risk"
"7353-YOWFP","Female","One year","7","20.25","Mailed check","Low/Medium Risk"
"6072-NUQCB","Male","One year","22","20.25","Bank transfer (automatic)","Low/Medium Risk"
"4393-OBCRR","Female","One year","3","20.25","Mailed check","Low/Medium Risk"
"3190-ITQXP","Female","Two year","46","20.25","Bank transfer (automatic)","Low/Medium Risk"
"5067-DGXLL","Male","Month-to-month","2","20.25","Mailed check","Low/Medium Risk"
"7083-MIOPC","Female","Two year","72","20.25","Credit card (automatic)","Low/Medium Risk"
"1834-WULEG","Male","One year","24","20.25","Mailed check","Low/Medium Risk"
"0670-KDOMA","Female","Month-to-month","1","20.25","Mailed check","Low/Medium Risk"
"4054-CUMIA","Female","Month-to-month","18","20.25","Mailed check","Low/Medium Risk"
"7596-IIWYC","Female","Two year","27","20.25","Bank transfer (automatic)","Low/Medium Risk"
"0932-YIXYU","Female","Two year","47","20.25","Credit card (automatic)","Low/Medium Risk"
"8203-XJZRC","Male","Month-to-month","1","20.25","Mailed check","Low/Medium Risk"
"5924-SNGKP","Female","One year","41","20.25","Credit card (automatic)","Low/Medium Risk"
"4797-MIWUM","Male","Month-to-month","7","20.25","Bank transfer (automatic)","Low/Medium Risk"
"2642-MAWLJ","Female","Two year","36","20.25","Bank transfer (automatic)","Low/Medium Risk"
"4203-QGNZA","Female","Month-to-month","28","20.25","Mailed check","Low/Medium Risk"
"5260-UMPWX","Female","Month-to-month","26","20.25","Credit card (automatic)","Low/Medium Risk"
"2081-KJSQF","Male","Month-to-month","1","20.25","Mailed check","Low/Medium Risk"
"4518-FZBSX","Male","One year","42","20.25","Mailed check","Low/Medium Risk"
"2439-QKJUL","Male","Month-to-month","5","20.25","Mailed check","Low/Medium Risk"
"4537-CIBHB","Female","One year","9","20.25","Mailed check","Low/Medium Risk"
"9504-YAZWB","Female","Two year","53","20.25","Mailed check","Low/Medium Risk"
"1178-PZGAB","Female","One year","19","20.25","Credit card (automatic)","Low/Medium Risk"
"3774-VBNXY","Female","Two year","64","20.2","Mailed check","Low/Medium Risk"
"1641-BYBTK","Male","Month-to-month","6","20.2","Mailed check","Low/Medium Risk"
"4804-NCPET","Male","Two year","19","20.2","Mailed check","Low/Medium Risk"
"3247-MHJKM","Male","Month-to-month","1","20.2","Mailed check","Low/Medium Risk"
"8577-QSOCG","Female","Two year","38","20.2","Mailed check","Low/Medium Risk"
"0506-YLVKJ","Male","Two year","46","20.2","Mailed check","Low/Medium Risk"
"1722-LDZJS","Male","One year","53","20.2","Credit card (automatic)","Low/Medium Risk"
"3039-MJSLN","Male","Month-to-month","3","20.2","Bank transfer (automatic)","Low/Medium Risk"
"2384-OVPSA","Female","Two year","38","20.2","Mailed check","Low/Medium Risk"
"3744-ZBHON","Female","Month-to-month","3","20.2","Electronic check","Low/Medium Risk"
"9805-FILKB","Male","One year","46","20.2","Bank transfer (automatic)","Low/Medium Risk"
"5039-LZRQT","Female","One year","13","20.2","Mailed check","Low/Medium Risk"
"7033-CLAMM","Female","Two year","48","20.2","Bank transfer (automatic)","Low/Medium Risk"
"6131-IUNXN","Female","Month-to-month","19","20.2","Mailed check","Low/Medium Risk"
"9621-OUPYD","Female","One year","25","20.2","Bank transfer (automatic)","Low/Medium Risk"
"8048-DSDFQ","Male","Month-to-month","1","20.2","Mailed check","Low/Medium Risk"
"4697-LUPSU","Male","One year","2","20.2","Mailed check","Low/Medium Risk"
"2926-JEJJC","Female","One year","8","20.2","Bank transfer (automatic)","Low/Medium Risk"
"0625-AFOHS","Female","Two year","29","20.2","Mailed check","Low/Medium Risk"
"7310-EGVHZ","Male","Month-to-month","1","20.2","Bank transfer (automatic)","Low/Medium Risk"
"5850-BDWCY","Female","Month-to-month","6","20.2","Mailed check","Low/Medium Risk"
"1955-IBMMB","Male","Two year","59","20.2","Bank transfer (automatic)","Low/Medium Risk"
"3345-JHUEO","Male","Month-to-month","4","20.2","Electronic check","Low/Medium Risk"
"7815-PDTHL","Male","Two year","35","20.2","Mailed check","Low/Medium Risk"
"9294-TDIPC","Male","Month-to-month","5","20.2","Mailed check","Low/Medium Risk"
"6469-MRVET","Male","One year","1","20.2","Electronic check","Low/Medium Risk"
"0902-XKXPN","Male","Two year","69","20.2","Bank transfer (automatic)","Low/Medium Risk"
"6380-ARCEH","Male","Month-to-month","1","20.2","Mailed check","Low/Medium Risk"
"6980-IMXXE","Female","Two year","69","20.2","Bank transfer (automatic)","Low/Medium Risk"
"7673-BQGKU","Female","Two year","69","20.15","Bank transfer (automatic)","Low/Medium Risk"
"6469-QJKZW","Female","Month-to-month","4","20.15","Electronic check","Low/Medium Risk"
"7787-BNTZM","Male","Month-to-month","6","20.15","Bank transfer (automatic)","Low/Medium Risk"
"9068-FHQHD","Female","Two year","40","20.15","Bank transfer (automatic)","Low/Medium Risk"
"4361-FEBGN","Male","Two year","48","20.15","Credit card (automatic)","Low/Medium Risk"
"4735-BJKOU","Female","Two year","40","20.15","Mailed check","Low/Medium Risk"
"9602-WCXPI","Male","One year","50","20.15","Credit card (automatic)","Low/Medium Risk"
"6648-INWPS","Male","Month-to-month","16","20.15","Electronic check","Low/Medium Risk"
"4018-KJYUY","Male","Month-to-month","22","20.15","Credit card (automatic)","Low/Medium Risk"
"5902-WBLSE","Female","Two year","70","20.15","Credit card (automatic)","Low/Medium Risk"
"8974-OVACP","Female","Month-to-month","1","20.15","Mailed check","Low/Medium Risk"
"0318-ZOPWS","Female","Two year","49","20.15","Bank transfer (automatic)","Low/Medium Risk"
"0224-NIJLP","Male","Two year","8","20.15","Mailed check","Low/Medium Risk"
